Employee ID,Employee Name,Department/Team,Designation/Role,Date of Joining,Current Employment Status,Total Work Duration (years),Leave Type,Leave Approval Status,Leave Frequency,Weekend Leaves (Sat/Sun Included?),Tasks Assigned,Tasks Completed on Time,Missed Deadlines,Employee Performance Score,Team Size,Active Employees in Team,Leaves in Team for Same Period,Skill Rating,Past Performance Reviews,Project Involvement,Total Leave Days (per month/year),Leave Impact on Work,Performance Rating
416143,Jill Spears,3,7,19325,0,2.2,1,1,10,0,54,54.0,0.0,79.4,33,1,12.0,1.6,3.8,0,30,0,3.6
475987,Erica Hansen,0,5,15139,0,13.7,2,0,1,0,19,12.0,7.0,77.5,46,44,16.0,2.1,1.5,0,24,0,3.2
909434,Nathan Keller,0,2,14817,0,14.6,3,0,7,1,28,19.0,9.0,51.3,35,32,32.0,1.9,1.2,2,22,1,3.1
521875,Hannah Ayala,5,0,16664,1,9.4,2,1,0,1,35,21.0,14.0,86.7,44,44,14.0,8.0,2.2,1,25,0,3.7
521683,Janet Davidson,4,1,15700,0,12.2,3,1,6,1,74,0.0,74.0,62.2,23,6,6.0,8.1,1.7,1,29,1,2.4
879766,Ryan Owens,6,3,19001,0,3.1,3,0,7,1,53,36.0,17.0,75.6,14,2,11.0,6.1,1.1,2,25,0,2.1
933753,Charles Mckee,6,1,15370,0,13.1,2,1,0,0,89,60.0,29.0,94.9,21,4,9.0,3.0,1.9,1,8,1,1.6
282305,Theresa Fisher,5,4,17631,0,6.9,2,0,5,0,64,34.0,30.0,59.0,39,38,5.0,4.3,2.8,2,26,0,1.1
580212,Ryan Edwards,6,4,16786,0,9.2,1,1,10,0,60,60.0,0.0,90.5,22,20,3.0,6.3,2.5,0,21,2,3.0
962158,David Kidd,6,7,18670,0,4.0,4,1,7,0,66,17.0,49.0,82.7,18,7,9.0,9.4,3.1,0,10,2,4.5
199154,Angela Payne,0,7,18641,2,2.0,4,0,10,1,42,29.0,13.0,82.5,45,4,37.0,2.7,2.6,1,13,2,1.5
881876,Teresa Cisneros,4,7,18155,0,5.4,3,0,4,1,87,62.0,25.0,76.5,6,1,1.0,5.6,4.9,0,25,0,3.7
58781,Julie Myers,0,1,16527,0,9.9,2,1,8,1,59,40.0,19.0,58.3,19,11,17.0,4.3,2.2,2,24,0,4.0
31880,Don Frost,5,0,15230,0,13.4,3,2,8,0,45,13.0,32.0,58.2,46,30,41.0,4.4,1.2,0,8,0,1.1
562826,Rita Villarreal,0,2,16412,0,10.2,1,2,1,1,77,35.0,42.0,52.5,6,1,3.0,7.1,1.9,0,19,1,3.6
995706,Edgar Parker,4,7,16355,0,10.4,1,0,5,0,47,28.0,19.0,53.3,15,10,2.0,9.7,2.9,0,5,0,1.4
594156,Lindsey Mcclain,6,7,19024,0,3.0,1,0,7,0,57,30.0,27.0,81.8,27,19,24.0,9.3,4.1,2,6,1,4.2
856627,Mary Gamble,3,4,15674,0,12.2,4,1,1,0,62,15.0,47.0,72.9,17,10,15.0,7.3,4.6,0,11,1,1.4
752112,Lindsay Hunt,1,5,14902,0,14.3,4,0,2,1,64,31.0,33.0,95.4,6,3,2.0,6.9,3.2,1,6,1,1.5
97228,Brian Morgan,0,1,16857,0,9.0,3,0,6,0,81,61.0,20.0,90.3,24,19,15.0,4.3,2.7,0,22,1,1.3
311388,Logan Roy,0,3,15744,0,12.0,4,2,4,0,52,30.0,22.0,67.2,8,3,3.0,9.9,2.2,1,25,1,4.5
258151,Kevin Delgado,0,4,18144,0,5.5,3,2,1,1,20,8.0,12.0,87.4,36,34,20.0,2.4,3.1,0,6,0,2.1
873947,Mark Clark,3,3,18772,0,3.7,1,0,4,1,21,12.0,9.0,89.2,10,4,2.0,8.8,3.1,0,19,0,3.1
784585,Thomas Myers,5,6,17054,1,5.5,4,1,7,0,16,9.0,7.0,83.1,14,5,6.0,9.6,2.9,2,23,0,2.6
240441,Dakota Booth,4,6,15542,0,12.6,2,0,3,0,52,35.0,17.0,66.6,22,15,16.0,6.6,1.9,0,10,1,2.4
255971,Joshua Lopez,2,5,17942,0,6.0,2,1,2,1,45,25.0,20.0,57.4,26,12,17.0,2.2,1.6,2,10,0,4.8
301090,Steven Hood,2,5,19273,0,2.4,3,2,1,0,68,40.0,28.0,86.7,35,25,22.0,7.0,2.7,0,29,1,3.7
678126,Kenneth Williams,5,2,16494,0,10.0,3,1,3,0,46,45.0,1.0,90.3,26,21,13.0,7.6,2.4,2,8,0,1.0
977349,Susan Freeman,3,5,17908,0,6.1,4,1,8,1,67,28.0,39.0,66.8,20,3,11.0,5.9,4.4,1,1,0,2.6
810240,Dawn Morrison,0,2,15713,2,3.5,4,1,0,0,92,59.0,33.0,84.7,47,33,41.0,4.1,1.5,0,5,1,4.3
270181,Andrea Murphy,5,7,18130,0,5.5,2,2,6,1,83,17.0,66.0,56.5,48,46,47.22676664224653,4.5,2.8,1,5,1,1.4
604135,Patricia Tucker,0,2,18159,0,5.4,4,0,3,0,90,27.0,63.0,51.3,49,1,28.0,9.3,3.6,1,13,2,3.9
380609,Joshua Reed,0,3,14984,0,14.1,2,0,4,0,64,49.0,15.0,56.8,6,4,6.0,4.3,4.0,2,22,2,4.7
759135,Angela Walters,1,5,14674,0,15.0,0,1,3,0,43,42.0,1.0,52.1,19,17,14.0,2.6,3.0,2,2,2,1.2
43924,Marie Decker,6,2,17583,0,7.0,1,1,8,0,78,39.0,39.0,77.0,40,7,15.0,9.6,2.2,2,14,0,4.5
527274,Monica Payne,6,1,15091,0,13.8,0,2,1,0,90,40.0,50.0,65.4,43,11,25.0,8.4,2.0,1,25,0,4.4
558087,Kathryn Hampton,5,5,15177,0,13.6,3,1,10,0,87,86.0,1.0,68.1,44,34,23.0,5.4,1.4,1,14,1,2.2
304722,Jennifer Keller,4,0,16025,0,11.3,4,1,8,1,80,11.0,69.0,58.0,35,10,35.0,3.1,2.0,2,21,2,2.9
112759,Jessica Boyer,6,1,16250,0,10.6,3,0,7,0,98,40.0,58.0,98.3,16,16,4.0,5.2,4.7,1,3,0,4.2
90225,Christopher Harris,6,5,18665,0,4.0,1,1,6,0,12,4.0,8.0,94.1,47,17,25.0,1.2,2.1,0,15,0,1.6
659144,Ernest Hammond,5,1,16401,0,10.2,3,2,1,0,11,6.0,5.0,93.4,43,8,41.0,10.0,2.6,2,14,0,3.2
125762,Jonathan Dickson,6,2,16866,0,9.0,3,2,2,0,52,40.0,12.0,65.2,15,12,1.0,3.5,4.1,0,20,2,2.9
418232,Frank Bauer,5,1,17035,1,1.2,4,0,7,1,75,62.0,13.0,79.9,28,6,0.0,1.2,1.8,1,2,1,2.8
580502,Billy Munoz,5,1,18384,0,4.8,3,2,2,1,55,37.0,18.0,93.6,36,27,33.0,3.1,1.2,0,22,0,2.0
938045,Miss Valerie Cook,6,4,14875,0,14.4,4,2,4,1,92,45.0,47.0,57.5,47,32,20.0,7.0,3.2,0,10,2,1.9
912292,Robert Espinoza,0,4,18892,1,1.3,4,1,10,1,94,90.0,4.0,94.8,35,9,23.0,6.9,3.8,0,7,1,2.2
775012,James Santos,2,6,16615,1,4.0,0,0,8,0,33,1.0,32.0,91.6,11,1,5.0,7.1,3.4,1,24,0,3.2
213528,Christopher Foley,1,7,16996,1,0.4,0,2,0,1,65,8.0,57.0,75.5,11,2,7.0,2.0,4.5,1,27,0,5.0
714416,Melissa Cook,6,7,19320,0,2.2,1,1,3,1,56,38.0,18.0,80.3,17,11,3.0,2.5,2.2,1,18,1,1.4
162227,George Cox,0,4,18664,0,4.0,2,1,1,0,26,9.0,17.0,92.4,14,12,10.0,6.3,4.9,0,16,2,2.8
34189,Rebecca Parker,3,2,14610,0,15.1,3,2,9,1,81,11.0,70.0,55.4,11,8,1.0,4.8,2.2,1,25,0,2.9
280393,Catherine Allen,4,4,18724,0,3.9,0,1,3,0,50,18.0,32.0,76.1,17,3,16.0,6.2,1.7,0,10,1,3.0
467069,Amanda Maxwell,2,5,17695,0,6.7,3,2,5,0,77,18.0,59.0,78.0,43,9,19.0,7.8,4.0,2,12,0,3.3
958118,Stephen Mccann,4,1,19317,0,2.2,2,2,9,1,46,2.0,44.0,62.5,43,40,23.0,2.2,1.1,2,21,0,3.6
156048,Jennifer Myers,3,6,15377,0,13.0,1,2,9,1,17,8.0,9.0,98.7,30,18,29.0,6.6,3.7,1,28,0,1.6
937065,Brian Bartlett,3,2,18402,0,4.8,0,1,2,0,92,24.0,68.0,57.0,49,25,19.0,4.1,4.6,2,7,1,4.4
133642,Eric Wright,6,5,16318,0,10.5,3,1,2,1,48,48.0,0.0,54.8,46,15,46.0,1.3,1.8,1,14,1,4.8
972230,Brenda Molina,5,0,15976,0,11.4,3,1,7,0,74,0.0,74.0,81.8,9,3,0.0,1.5,1.6,2,11,0,1.3
301235,Jennifer Kidd,3,0,18810,0,3.6,0,2,7,1,35,17.0,18.0,97.2,30,23,0.0,4.4,3.8,2,25,0,2.7
300281,Tanner Mitchell,2,2,18548,1,3.5,2,1,1,0,99,22.0,77.0,54.1,32,27,22.0,6.9,1.2,1,12,1,2.5
419781,Jordan Turner,1,4,16855,0,9.0,2,1,8,1,28,27.0,1.0,78.1,14,5,3.0,6.8,1.9,1,17,2,3.0
28305,Paul Watson,2,6,16225,0,10.7,0,2,5,0,53,22.0,31.0,75.4,16,9,2.0,7.0,1.1,2,26,1,3.2
298590,Cassandra Cook,3,7,15760,0,12.0,1,1,5,1,79,40.0,39.0,55.2,18,13,9.0,9.4,2.6,2,28,1,3.5
918400,Steven Smith,6,0,16250,0,10.6,1,0,6,0,55,28.0,27.0,83.3,35,28,33.0,3.5,1.4,1,9,1,1.0
127005,Mark Hill,5,7,17816,1,0.8,3,2,3,0,75,32.0,43.0,57.7,20,8,16.0,1.4,4.3,1,17,0,3.2
317643,Lori Schmidt,4,3,14701,0,14.9,1,0,9,1,84,3.0,81.0,93.7,49,19,6.0,1.8,4.3,0,18,2,3.0
238599,Daniel Beck,3,6,15466,0,12.8,2,0,4,1,24,3.0,21.0,74.9,15,12,10.0,2.4,2.1,2,8,2,4.3
720480,Peter Miller,1,6,15110,0,13.8,2,1,6,0,26,2.0,24.0,65.4,14,7,10.0,2.4,1.1,2,24,2,2.3
738867,Diamond Henry,4,6,14878,0,14.4,1,1,6,1,90,3.0,87.0,81.3,13,5,2.0,6.3,1.3,2,25,1,2.2
967130,Katelyn Ibarra,3,6,14636,0,15.1,2,2,5,0,86,67.0,19.0,93.7,25,12,20.0,4.1,2.6,1,28,2,1.0
643177,Rose Stewart,0,3,19271,0,2.4,0,1,10,1,47,41.0,6.0,60.8,14,3,9.0,5.4,1.2,0,16,1,2.9
659594,Kristen Miller,3,2,16778,0,9.2,0,0,0,1,59,43.0,16.0,61.0,12,10,7.0,2.5,1.5,0,23,1,4.4
405356,Nicole Pitts,4,4,16958,0,8.7,3,1,8,0,51,18.0,33.0,73.6,6,6,1.0,3.2,2.1,2,9,2,4.9
294781,John Nelson,2,1,16840,1,5.3,4,0,7,1,70,51.0,19.0,77.1,23,13,0.0,3.8,4.8,2,19,0,4.8
973360,Jacqueline Dickerson,2,3,15815,0,11.8,1,1,4,1,54,26.0,28.0,76.5,18,1,14.0,5.5,3.6,2,10,0,2.3
361719,Samuel Franco,2,2,19210,0,2.5,2,2,9,1,38,22.0,16.0,94.8,13,6,1.0,9.0,3.6,1,7,2,4.7
309527,Jennifer Jimenez,3,2,17273,0,7.8,2,2,4,1,30,25.0,5.0,96.0,19,16,15.0,2.1,4.7,2,4,1,1.3
738584,Janet Frazier,6,0,17114,0,8.3,2,2,3,0,72,5.0,67.0,71.0,34,22,33.0,7.6,2.4,2,18,1,3.6
10600,Amanda Davis,4,5,15024,0,14.0,2,1,5,0,60,1.0,59.0,60.0,26,20,12.0,2.0,3.1,0,25,0,1.0
765915,Ashley Bailey,4,2,16649,0,9.6,1,1,6,0,42,40.0,2.0,78.4,5,1,4.0,2.2,1.7,2,3,0,2.4
815823,Richard Anderson,2,7,17259,0,7.9,2,2,0,1,69,61.0,8.0,58.4,23,8,21.0,9.0,1.0,1,14,1,5.0
110773,Darrell Farmer,5,1,18323,0,5.0,3,1,3,1,82,12.0,70.0,91.6,28,22,12.0,6.2,4.4,1,2,2,3.0
185313,Bradley Larsen,5,5,14655,1,10.6,2,2,2,1,89,61.0,28.0,56.9,8,1,5.0,8.0,3.6,1,26,1,2.0
898988,Bradley Davis,6,1,16308,0,10.5,1,2,6,0,62,46.0,16.0,62.1,8,6,1.0,2.0,2.3,2,17,2,4.3
692305,Christopher Craig,2,5,16932,0,8.8,2,1,1,1,43,33.0,10.0,57.0,7,6,5.0,8.0,2.0,2,16,2,4.3
186470,Joseph Rogers,2,0,19250,0,2.4,0,1,8,1,12,5.0,7.0,78.9,39,36,1.0,9.7,4.6,2,26,2,3.9
310856,Jennifer Mendoza,0,4,15219,0,13.5,3,1,4,1,21,18.0,3.0,90.1,17,6,3.0,1.8,1.7,0,10,1,1.4
541108,John Pitts,4,0,14992,0,14.1,1,0,1,1,16,10.0,6.0,57.8,30,14,23.0,2.0,4.7,2,9,0,3.4
915549,George Church,6,5,17307,0,7.8,2,2,3,0,85,23.0,62.0,92.2,19,10,6.0,1.2,1.5,2,5,1,1.4
458672,Kimberly Harding,2,1,16861,0,9.0,4,0,4,0,38,4.0,34.0,76.0,39,22,16.0,3.4,1.8,0,16,2,4.1
796617,Dr. Gina Bell PhD,0,1,18446,0,4.6,2,0,10,0,47,27.0,20.0,65.5,23,15,21.0,2.1,1.0,1,18,2,1.1
18432,Samuel Barker,6,4,17135,0,8.2,0,0,2,0,82,42.0,40.0,81.1,16,12,14.0,2.7,3.6,0,2,1,3.2
982730,William Allen,6,1,16257,0,10.6,4,2,5,1,56,6.0,50.0,74.1,37,7,26.0,1.1,1.4,2,11,0,4.6
575949,Ruben King,0,1,18187,0,5.3,3,2,5,0,83,75.0,8.0,88.7,47,22,31.0,5.2,2.4,1,23,0,3.1
675207,John Gonzalez,1,1,16478,0,10.0,0,1,1,0,43,20.0,23.0,98.7,13,12,11.0,9.4,2.6,0,22,0,3.5
238107,Jennifer Myers,5,5,18672,0,4.0,4,1,3,1,95,50.0,45.0,60.0,34,17,7.0,1.3,1.3,2,15,1,3.6
912773,Shane Sanchez,1,3,18079,0,5.6,4,2,0,0,54,11.0,43.0,81.8,12,3,3.0,7.6,3.5,0,12,2,2.8
438964,Colin Navarro,4,4,15928,0,11.5,4,0,7,1,59,24.0,35.0,52.8,13,12,7.0,2.9,1.5,2,28,1,3.2
43412,Thomas Oconnor,6,4,17358,2,0.0,2,1,3,1,71,55.0,16.0,95.7,30,16,21.0,7.3,2.5,0,18,1,3.4
256891,Zachary Gross,3,7,17619,0,6.9,1,2,4,1,83,48.0,35.0,58.0,29,28,14.0,4.0,2.2,1,29,2,3.9
165003,Edward Anderson,3,4,17500,0,7.2,4,1,1,1,84,68.0,16.0,97.1,38,4,37.0,2.6,4.2,1,18,0,1.6
720326,Jessica Alvarado,6,0,16171,0,10.9,1,1,8,0,18,12.0,6.0,94.9,37,10,24.0,4.8,3.1,0,0,2,2.1
174562,Theresa Mitchell,4,0,19332,1,0.8,4,1,5,1,90,74.0,16.0,67.5,33,5,28.0,8.4,3.0,1,26,2,1.3
556616,Robert Jones,6,6,15255,0,13.4,1,2,9,0,39,10.0,29.0,74.7,38,11,35.0,4.0,4.9,1,12,0,2.1
893954,Daniel Carroll,5,5,15380,0,13.0,4,0,8,1,94,50.0,44.0,61.6,28,22,8.0,7.2,4.8,0,16,0,4.6
277463,Dustin Mccullough,5,4,17711,0,6.6,2,1,5,1,12,3.0,9.0,96.9,46,5,14.0,3.5,1.8,0,23,1,2.3
927344,Johnathan Johnson,0,1,18246,0,5.2,1,0,7,0,14,13.0,1.0,61.0,47,10,41.0,6.0,4.8,1,21,2,3.0
702870,Bradley Curtis,6,7,17021,2,2.5,1,2,3,0,45,1.0,44.0,77.3,8,2,1.0,1.9,1.9,0,5,2,3.9
826187,Justin Martinez,2,3,19251,0,2.4,0,0,7,1,51,25.0,26.0,60.3,26,19,23.0,3.8,1.1,0,10,1,2.6
988824,Courtney Villarreal,0,1,16893,0,8.9,4,2,7,0,74,23.0,51.0,76.5,32,21,13.0,7.7,2.9,0,16,2,1.9
952392,Nicole Murphy,6,1,16535,0,9.9,3,1,7,1,51,42.0,9.0,69.6,6,6,4.0,9.1,3.8,1,7,1,3.1
919402,Julie Brown,3,3,16826,0,9.1,2,0,1,0,31,25.0,6.0,73.4,32,7,7.0,5.0,3.7,2,29,2,4.7
553996,Dawn Cobb,3,6,15522,0,12.6,1,0,1,1,68,39.0,29.0,64.5,18,11,6.0,6.6,4.2,0,1,0,1.8
492252,Alyssa Cox,1,5,16657,0,9.5,4,0,9,1,42,11.0,31.0,61.1,40,40,2.0,2.1,3.3,2,0,2,4.8
410063,Derek Barry,0,4,17010,0,8.6,4,0,5,0,100,27.0,73.0,99.2,32,12,9.0,5.3,3.0,1,12,1,3.8
718443,Patrick Wilson,6,6,16716,0,9.4,1,2,3,1,40,24.0,16.0,69.4,9,9,7.0,5.3,2.7,0,13,1,4.7
381684,Jessica Velazquez,4,6,16788,0,9.2,1,0,1,1,58,38.0,20.0,62.2,6,6,3.0,6.3,2.1,1,12,0,1.4
217435,Susan Santiago,5,1,14676,0,15.0,3,0,9,0,44,40.0,4.0,89.2,19,9,11.0,6.2,2.6,0,20,1,1.2
118923,Chelsea Walton,5,2,15966,0,11.4,3,2,10,0,66,29.0,37.0,88.6,28,22,26.0,3.2,1.8,1,30,1,2.9
408087,Jason Price,4,0,19290,0,2.3,2,1,0,1,35,6.0,29.0,80.6,19,16,11.0,7.3,2.0,1,13,2,1.3
870578,Patricia Lewis,1,7,14621,0,15.1,2,0,2,0,46,9.0,37.0,75.5,16,9,16.0,6.0,3.1,0,18,2,1.9
583129,Felicia Sandoval,5,4,16579,0,9.7,4,2,8,0,17,6.0,11.0,85.9,12,12,1.0,2.8,2.0,0,7,1,4.2
392561,Tracy Hughes,4,0,19304,0,2.3,4,0,4,1,13,6.0,7.0,83.7,6,1,0.0,5.3,1.9,1,7,1,1.5
335682,Ashley Simpson,6,3,16199,0,10.8,3,0,6,0,16,5.0,11.0,57.9,38,8,28.0,6.6,3.5,2,0,2,1.3
181951,Christopher Nichols,0,3,18825,0,3.6,1,1,3,1,43,3.0,40.0,95.3,20,18,16.0,4.0,3.9,0,11,0,3.6
906323,Jennifer Harris,3,5,16682,2,1.5,2,2,7,1,37,17.0,20.0,79.6,27,26,18.0,1.6,2.8,2,13,1,2.0
873802,Miss Monica Briggs,3,6,15001,0,14.1,2,1,3,0,25,8.0,17.0,95.1,31,5,26.0,3.4,3.8,2,25,2,4.7
487071,Joe Carey,0,4,15169,0,13.6,1,0,9,0,52,46.0,6.0,68.0,22,17,18.0,8.5,4.8,0,30,1,3.2
627332,Krystal Fleming,2,5,17271,0,7.8,4,2,8,1,21,10.0,11.0,71.0,48,14,13.0,1.7,1.1,1,18,2,4.8
877475,Kelly Vasquez,1,7,15897,0,11.6,1,1,2,0,39,29.0,10.0,71.2,15,6,15.0,2.0,4.7,0,6,2,4.8
378008,Nicholas Johnson,4,6,14638,0,15.1,4,0,1,1,47,47.0,0.0,64.1,26,15,15.0,4.3,3.2,1,6,2,2.1
563828,Haley Fitzgerald,5,7,18522,0,4.4,0,0,6,0,37,19.0,18.0,57.0,18,11,7.0,6.8,4.1,0,25,2,2.1
66973,Casey Kelley,0,2,14781,0,14.7,1,1,8,1,41,28.0,13.0,75.3,18,4,16.0,3.0,4.5,0,30,2,1.9
408329,Christopher Rowe,6,7,16601,1,2.6,2,1,6,0,54,3.0,51.0,95.7,25,13,8.0,9.5,4.5,2,30,2,1.9
383269,Sylvia Donovan,1,1,16192,0,10.8,0,2,7,1,78,51.0,27.0,76.9,7,3,3.0,3.3,4.0,1,1,1,1.6
564857,Brenda Mcintyre,6,2,16683,2,7.1,4,0,6,0,88,7.0,81.0,64.4,25,12,15.0,2.0,4.1,0,0,0,1.1
175817,Robert Johnson,1,2,19190,0,2.6,1,1,0,0,78,49.0,29.0,94.7,29,13,9.0,4.1,3.8,0,9,2,5.0
810649,Daniel Hughes,3,7,15423,0,12.9,1,0,5,0,79,27.0,52.0,78.7,19,13,13.0,6.0,1.1,0,2,2,3.2
100207,Kenneth Williams,2,6,18048,0,5.7,2,2,6,0,14,10.0,4.0,51.6,10,1,1.0,1.5,3.0,1,28,2,4.3
18362,Richard Murray,2,1,18938,0,3.3,0,1,4,1,40,7.0,33.0,51.0,17,16,12.0,5.8,4.1,2,22,0,4.0
336081,Megan Ross,1,4,19265,0,2.4,4,1,10,0,51,14.0,37.0,60.0,8,8,5.0,7.0,3.6,2,15,0,2.0
815122,Brandon Smith,5,4,19018,0,3.1,4,1,8,0,60,56.0,4.0,92.0,24,11,20.0,8.8,4.5,0,2,2,3.1
715716,Gary Day,5,7,17487,0,7.3,2,0,2,0,64,57.0,7.0,56.3,31,5,12.0,3.6,4.1,2,20,2,4.5
432984,Samantha Warren,5,6,17611,0,6.9,3,0,1,0,72,67.0,5.0,66.4,37,13,29.0,4.6,1.4,1,10,2,2.3
727474,Barbara Terry,2,0,17692,0,6.7,4,2,5,0,48,24.0,24.0,91.9,37,22,7.0,1.5,1.0,0,1,2,3.8
48911,Richard Smith,3,5,18977,0,3.2,3,0,2,0,89,82.0,7.0,84.8,35,15,5.0,2.3,2.7,0,0,0,3.8
893718,Karen Williams,1,4,15167,1,1.8,0,0,5,0,86,5.0,81.0,54.3,47,4,47.0,6.8,2.3,1,26,1,2.7
183972,Mary Pitts,2,4,16119,1,0.4,3,2,6,1,27,18.0,9.0,75.7,42,26,35.0,3.4,2.2,2,7,0,3.2
916271,Donald Hill,4,2,17243,0,7.9,1,1,9,1,13,8.0,5.0,63.6,7,3,7.0,1.1,1.5,1,17,0,3.4
159332,Heather Alvarez,5,5,18641,0,4.1,2,2,10,0,10,4.0,6.0,81.1,37,16,4.0,6.9,4.2,0,29,2,2.5
346657,Eddie Steele,0,7,17453,0,7.4,0,1,1,0,42,40.0,2.0,99.3,50,7,27.0,6.0,1.5,1,14,2,2.1
866493,Jessica Santana,3,3,19129,1,0.3,4,1,8,1,45,45.0,0.0,72.4,47,1,30.0,1.1,4.0,1,26,2,2.0
205754,Jenna Smith,0,2,14680,0,14.9,0,0,7,0,55,44.0,11.0,79.6,22,16,10.0,4.5,2.2,0,2,0,4.4
972023,Patrick Baker,0,5,18840,0,3.6,2,1,0,0,50,26.0,24.0,70.2,6,6,2.0,2.3,1.1,1,5,0,2.5
723251,Noah Smith,3,0,15258,0,13.4,2,2,8,1,53,50.0,3.0,99.7,32,4,6.0,9.6,5.0,1,4,0,2.9
904273,Amy Smith,1,7,15647,0,12.3,3,2,9,0,89,18.0,71.0,62.9,27,23,22.0,2.9,4.2,0,21,2,4.0
295926,Rebecca Thomas,0,4,19063,0,2.9,0,2,0,1,20,12.0,8.0,52.5,13,9,6.0,1.1,1.1,2,1,1,3.2
342634,Amanda Lewis,6,7,16191,0,10.8,4,0,0,0,49,8.0,41.0,96.1,39,8,36.0,4.0,2.4,2,27,0,1.9
106021,Veronica Wagner,0,2,19304,0,2.3,1,0,3,0,22,4.0,18.0,53.9,19,1,9.0,8.6,4.6,2,11,0,4.5
712437,Kathryn Rubio,3,0,18171,0,5.4,0,1,5,1,49,37.0,12.0,74.1,41,2,40.0,8.9,4.1,2,15,2,4.2
156327,Sheryl Lee,1,6,17026,0,8.5,4,2,5,1,95,17.0,78.0,86.2,19,10,7.0,9.4,2.4,1,10,0,1.3
262746,Richard Ray,0,7,19059,2,2.9,4,1,7,0,15,2.0,13.0,95.5,12,7,10.0,3.3,2.3,1,29,1,3.4
692343,Robert Montgomery,2,0,15850,0,11.7,0,0,9,1,37,18.0,19.0,56.0,16,5,5.0,9.6,4.2,0,5,0,1.4
947752,Christopher Lewis,4,6,16626,0,9.6,3,0,8,0,65,23.0,42.0,53.7,35,18,4.0,3.2,1.4,1,24,2,2.8
815607,Anthony Collins,4,7,17941,0,6.0,4,0,0,1,86,80.0,6.0,97.9,35,27,5.0,9.1,4.1,1,19,0,2.5
637954,Matthew Graham,3,0,16268,0,10.6,4,1,0,0,27,10.0,17.0,66.9,11,6,5.0,1.5,3.0,0,13,0,4.8
135651,Logan Hayes,6,5,15472,0,12.8,2,0,10,0,92,15.0,77.0,57.0,10,9,1.0,1.6,3.2,2,7,1,2.5
373531,Brian Green,3,1,17575,0,7.0,2,0,2,1,77,15.0,62.0,76.8,23,21,10.0,9.0,3.7,2,14,0,2.2
828442,Stephen Miller,1,4,15094,0,13.8,2,0,8,0,24,6.0,18.0,93.7,12,4,0.0,10.0,3.7,0,30,0,1.8
82937,Donald Weber,0,6,15834,0,11.8,1,0,0,1,92,19.0,73.0,90.7,23,15,13.0,8.3,2.9,1,14,0,4.0
454105,Danny Koch,2,7,15765,0,12.0,4,1,7,0,58,57.0,1.0,98.2,41,39,12.0,2.0,3.8,1,26,1,4.3
48043,Michael Kirk,0,4,17710,0,6.6,4,0,5,1,59,15.0,44.0,60.5,47,43,32.0,3.4,1.9,0,3,2,5.0
262840,David Holden,5,2,17488,0,7.3,0,2,3,0,35,34.0,1.0,77.3,8,3,0.0,8.7,4.0,2,22,2,3.0
857613,Jose Garcia,1,0,16087,0,11.1,4,1,0,0,52,38.0,14.0,63.7,26,24,24.0,4.1,1.6,0,19,1,4.6
184646,Randall Potter,6,1,19150,0,2.7,1,0,10,0,64,51.0,13.0,58.0,48,36,32.0,3.2,4.0,0,8,0,3.9
966451,Joel Ellis,3,6,14952,0,14.2,4,1,9,0,65,13.0,52.0,72.9,26,13,24.0,6.7,3.2,2,11,1,1.6
198272,David Johnson,0,1,17867,0,6.2,4,0,2,0,20,1.0,19.0,93.0,43,28,13.0,8.0,1.7,1,26,2,2.1
538707,Casey Bryant,3,2,17485,2,0.6,1,2,1,1,33,27.0,6.0,91.2,19,13,10.0,6.9,1.4,2,6,2,5.0
702156,Stephanie Malone,3,7,14694,0,14.9,0,0,4,1,99,23.0,76.0,63.2,35,8,3.0,10.0,4.4,2,22,0,2.8
747234,Eric Olson,6,3,16064,0,11.2,0,2,10,1,47,16.0,31.0,59.9,14,10,6.0,7.0,3.9,1,28,2,1.6
946683,Nancy Jackson,1,0,17984,0,5.9,0,1,3,0,34,9.0,25.0,66.4,25,13,10.0,4.0,4.2,1,19,1,4.5
343044,Michael Hunter,5,3,15011,1,13.3,4,1,8,0,85,36.0,49.0,64.7,7,1,1.0,8.1,4.6,0,18,2,2.5
137054,Joanne Williams,0,1,16499,1,5.9,3,1,2,1,62,9.0,53.0,87.3,31,23,9.0,1.7,4.1,1,0,2,1.4
928309,Lisa Yang,5,1,19143,0,2.7,3,0,7,0,24,6.0,18.0,76.6,31,20,25.0,8.6,4.6,2,25,2,2.3
934036,Timothy Meyer,1,0,17672,0,6.8,3,1,9,0,97,25.0,72.0,88.2,17,7,9.0,8.4,4.2,2,3,0,4.2
974864,Madison Coleman,4,7,18846,0,3.5,4,2,0,0,17,8.0,9.0,73.4,12,9,6.0,6.6,4.4,0,27,1,4.1
317650,Martin Wood DVM,0,1,17773,0,6.5,0,2,9,0,65,39.0,26.0,76.6,36,36,30.0,4.5,4.9,2,28,1,4.2
833263,Melissa Mosley,0,4,18643,0,4.1,4,1,3,1,91,50.0,41.0,63.9,44,28,32.0,2.1,1.4,2,5,0,4.5
406732,Elizabeth Aguilar,5,5,17398,1,0.8,1,1,6,0,48,40.0,8.0,75.5,40,4,16.0,3.6,1.9,2,11,2,3.3
614064,Steven Jones,2,0,17853,0,6.3,3,1,0,0,13,2.0,11.0,91.0,40,18,8.0,9.9,3.7,2,23,0,1.0
