Employee ID,Employee Name,Department/Team,Designation/Role,Date of Joining,Current Employment Status,Total Work Duration (years),Leave Date,Leave Type,Leave Approval Status,Leave Frequency,Weekend Leaves (Sat/Sun Included?),Tasks Assigned,Tasks Completed on Time,Missed Deadlines,Employee Performance Score,Team Size,Active Employees in Team,Leaves in Team for Same Period,Skill Rating,Past Performance Reviews,Project Involvement,Total Leave Days (per month/year),Leave Impact on Work,Performance Rating,Predicted Eligibility Score
887003,Samuel Alvarez,1,3,2021-11-04,0,3.3,2024-10-20,0,2,10,1,38,24,14,96.8,24,3,16,4.6,1.3,0,25,0,4.4,74
636209,Rhonda Jackson,2,4,2017-01-14,0,8.1,2024-12-25,4,0,4,0,21,15,6,84.3,47,5,33,1.8,1.5,1,4,0,3,64
944041,Megan Cunningham,2,6,2022-07-30,0,2.6,2024-11-23,2,0,7,0,49,29,20,81.4,10,6,5,5.8,2.1,2,21,0,2.7,53
475248,Mario Roberts,3,0,2011-12-19,0,13.2,2024-04-26,0,2,2,1,12,10,2,54.1,46,31,33,3.9,4.6,1,4,0,3.5,23
966833,Debra Holder,6,2,2017-06-14,2,4.9,2024-05-25,0,2,1,0,90,85,5,59.8,16,6,7,8.9,3.4,1,14,0,4.5,31
332910,Tanner Carr,3,1,2022-12-03,0,2.2,2024-05-25,4,1,8,0,67,1,66,58.5,26,4,7,7,2.3,0,30,1,3.4,18
718301,Jocelyn Jensen,4,4,2014-08-23,1,6.8,2024-12-19,3,1,1,1,48,36,12,72,19,8,16,7.4,3.1,1,0,2,1.3,52
280350,Chloe Hart,0,1,2013-02-03,0,12,2024-02-25,4,2,8,0,44,25,19,68.7,27,11,2,4.4,3.8,2,8,2,4.5,44
539986,Valerie Reyes,5,0,2013-10-05,0,11.4,2024-02-14,2,2,3,0,97,57,40,59.7,48,33,6,3,1.2,1,2,1,1.1,28
313909,Michael Bell,3,0,2010-05-16,0,14.8,2024-09-20,1,0,4,0,55,15,40,75.2,10,5,6,2.5,2.6,0,2,1,3.7,55
474709,George Smith,6,5,2010-10-21,0,14.3,2024-09-07,3,2,4,0,67,26,41,77.2,13,1,13,7.7,3.4,0,22,0,1.2,57
15016,Brittany Long,5,5,2010-05-27,0,14.7,2024-08-18,2,0,1,0,51,5,46,93.4,33,11,1,7.4,2.1,1,24,2,3.8,84
831965,Pamela Gonzalez,6,0,2013-11-10,0,11.3,2024-07-27,4,1,3,1,92,81,11,52,21,17,8,2.7,4.2,0,1,1,4.1,18
231829,Joel Powers,6,5,2013-12-03,0,11.2,2024-07-18,4,1,1,1,18,11,7,50.7,29,16,19,3.4,3.5,2,24,2,1.1,13
867411,April Davidson,5,7,2017-02-16,0,8,2024-06-22,3,0,3,0,94,86,8,78.6,27,3,10,5.4,3.5,0,23,1,3.6,55
990507,Kevin Lee,1,2,2022-07-30,2,1.3,2024-10-03,2,1,0,0,31,4,27,72.7,15,13,10,5.8,4.4,0,11,1,1.9,45
621472,Karla Young,4,7,2022-03-16,0,2.9,2024-11-28,1,0,10,1,90,28,62,83.2,47,45,45,5.5,3.8,1,20,2,4.5,55
441192,Heather Rivera,3,5,2019-04-23,1,4.7,2024-01-17,2,2,2,0,66,55,11,62.9,38,26,18,1,3.6,0,16,1,3,25
10174,Anita Smith,0,3,2011-01-06,0,14.1,2024-06-23,4,0,7,1,93,34,59,96.2,42,6,11,6.9,2.4,0,19,0,3.8,84
934425,Heather West,4,7,2020-11-28,0,4.2,2024-12-24,3,2,4,0,69,5,64,57.5,37,37,19,1.9,4.7,2,11,0,3.9,20
500937,Thomas Cooper,3,4,2019-03-30,0,5.9,2024-08-29,4,0,10,1,52,37,15,55.5,39,33,20,9.4,5,2,29,0,2.3,19
18008,William Ware,3,5,2013-01-02,0,12.1,2024-07-16,3,0,0,0,22,15,7,96.9,32,30,25,4.2,2,0,19,2,1.9,84
45681,Lori English,5,4,2010-06-06,0,14.7,2024-03-13,2,2,7,1,97,65,32,70.8,15,8,13,4.6,4.3,2,29,1,4.9,46
534580,Kathleen Lee,2,5,2015-10-25,0,9.3,2024-04-27,2,0,9,1,79,35,44,86.8,8,2,6,2.6,3.2,0,22,2,1.2,60
570158,Dr. Matthew Campbell MD,6,7,2011-06-28,1,4.5,2024-06-10,4,0,2,0,43,22,21,63,5,2,0,7.7,3.7,1,0,0,2.6,39
315401,Courtney Smith,0,0,2011-03-16,0,13.9,2024-01-14,3,2,0,0,85,85,0,62.2,37,14,0,8.9,1,1,9,1,4,42
644136,Michael Gibson,5,5,2012-04-23,2,10.4,2024-10-02,2,2,5,1,65,43,22,76.4,48,17,12,5.1,3.1,1,27,0,1.8,52
830092,Dr. Wendy King,3,5,2012-04-20,2,5.2,2024-10-21,1,1,10,0,87,66,21,67.5,5,5,3,10,4,2,8,0,4.1,44
206932,Timothy White,2,7,2012-06-21,2,12.6,2024-06-26,3,2,9,1,77,28,49,88.4,47,6,35,3.4,1.2,2,30,1,3.9,65
672709,Roberta Hebert,3,3,2020-05-20,1,4.4,2024-09-20,2,2,7,0,20,18,2,68.5,15,7,1,5.4,2.6,2,18,0,1,36
775815,Lawrence Patterson,1,5,2016-10-27,0,8.3,2024-11-12,1,1,4,1,63,33,30,97.5,46,15,4,2.3,2.5,0,2,0,1.9,83
457502,Katherine Craig,1,1,2013-07-04,0,11.6,2024-12-24,0,0,6,0,16,10,6,85.9,48,22,36,7.9,1.3,1,3,0,4.2,76
975310,Erica Miller,1,0,2022-05-11,0,2.8,2024-12-22,0,2,9,0,19,3,16,50.8,17,17,2,7.4,4,1,17,2,2.6,12
731372,Brenda Chang,4,6,2011-06-07,1,9,2024-10-16,4,1,8,1,42,19,23,60.7,18,6,17,9.5,3.2,1,10,0,2.2,35
222772,Jacob Lawrence,4,5,2022-09-16,0,2.4,2024-06-07,1,2,6,1,18,17,1,68.4,38,22,13,9,2.3,2,2,0,4.3,43
858190,Jennifer Sanchez,4,7,2018-05-24,1,5.9,2024-08-19,3,1,5,1,46,30,16,89.3,26,6,19,8.5,3.7,1,10,0,2.7,75
628977,Michelle Jensen,3,3,2014-09-14,1,0.3,2024-02-14,0,1,7,0,44,5,39,80.5,25,25,17,5.6,2.2,2,6,0,2.8,57
737747,Vanessa Wilson,3,4,2011-05-11,0,13.8,2024-03-09,3,2,5,0,42,5,37,70.1,30,14,8,7.1,2.3,2,20,1,2.4,47
986623,Leslie Anderson,4,0,2012-06-13,1,2.7,2024-08-02,4,1,2,0,58,23,35,77.8,6,1,0,2.5,4.1,1,2,0,1.8,54
955545,Jacob Sanchez,4,0,2020-09-20,0,4.4,2024-09-26,2,1,3,1,19,8,11,75.3,49,36,46,4.1,3.5,2,5,0,2.4,49
150446,Alexandra Middleton,1,1,2022-05-05,0,2.8,2024-02-25,2,1,2,0,23,19,4,95.5,41,16,30,4.6,4.5,1,22,2,1.7,75
503767,Patrick Berry,1,0,2010-10-18,0,14.3,2024-09-24,2,0,8,1,92,78,14,97.3,27,2,23,2.2,1.2,2,27,2,1.3,78
610728,Debra Greene,6,0,2018-03-29,0,6.9,2024-10-14,3,1,9,0,60,30,30,74.4,42,22,24,6.8,4.4,1,6,0,4.4,51
895108,Kellie Harris,1,5,2010-05-17,0,14.8,2024-12-17,4,1,6,0,84,55,29,88.5,49,24,47.2267666422465,6.4,3.8,2,30,1,1.2,70
650364,Joshua Bowen,0,0,2018-04-02,0,6.9,2024-10-30,0,0,9,0,19,6,13,55.3,12,1,4,8,4.5,1,1,1,3.8,23
755520,Ronald Wilkerson,5,5,2011-07-09,0,13.6,2024-05-14,2,2,10,0,55,25,30,76.2,25,16,16,7,4.2,2,22,1,2.8,53
289381,Paul Johns,5,0,2019-05-05,0,5.8,2024-10-18,1,2,3,0,38,22,16,93.5,15,2,13,5.5,4.4,0,1,1,3.5,82
403008,Kathleen Thomas,4,0,2010-10-28,0,14.3,2024-07-21,0,0,6,0,69,18,51,79,27,11,21,4,1.8,2,24,0,3.7,56
956426,Charles Harrison,1,6,2017-06-19,0,7.7,2024-10-20,0,2,9,0,42,26,16,97.1,17,8,9,2.9,1.8,1,1,2,4,82
539170,Melanie Pittman,6,7,2021-10-09,2,3.3,2024-07-06,2,0,3,0,35,5,30,81.3,41,17,10,2,4.8,1,4,1,4.1,57
426285,Ashley Martinez,1,4,2019-02-21,1,0.5,2024-01-19,2,0,5,1,54,15,39,65.5,12,2,9,6.3,2.5,2,6,0,3.6,36
639948,Julie Morgan,1,5,2020-12-22,0,4.2,2024-08-18,1,2,0,1,48,22,26,83.1,41,26,22,1.6,2.8,0,25,1,1,55
469250,Christopher Robinson,0,2,2010-04-30,0,14.8,2024-07-12,1,0,1,1,60,3,57,78.3,14,5,3,1.4,3.2,0,18,1,1.7,55
689699,James Parsons PhD,5,7,2018-01-03,0,7.1,2024-10-20,3,2,6,1,45,9,36,62.3,19,6,1,3.1,3.2,0,19,0,2.6,25
309097,Crystal Sutton,6,1,2015-05-10,0,9.8,2024-07-09,0,2,9,1,45,12,33,61.4,7,4,6,1.3,4,0,29,2,4.6,22
995774,Kimberly Thompson,0,5,2011-06-07,0,13.7,2024-12-27,3,1,9,1,63,43,20,99.4,5,4,1,9.7,2,0,20,0,4.9,89
902532,Derrick Everett,2,2,2013-08-21,1,11,2024-08-22,4,1,7,1,57,35,22,83.8,26,1,17,2.3,1.9,1,14,0,4.7,62
537261,Michael Porter,4,6,2015-05-02,0,9.8,2024-02-10,4,1,1,0,89,67,22,63.9,28,27,1,9.7,4.4,1,18,0,2.8,40
227321,Tiffany Martinez,2,2,2022-08-10,2,1.6,2024-07-18,2,0,0,1,66,26,40,56.9,13,8,10,9.9,1.4,0,3,2,3.7,27
689925,Adrian Long MD,3,1,2013-05-08,0,11.8,2024-11-12,1,2,9,0,17,9,8,63.5,13,11,3,8.6,3.7,0,4,2,2.4,38
574532,Christina Chaney,5,4,2014-12-31,0,10.1,2024-12-10,4,1,3,0,51,43,8,95.6,48,3,34,7.3,2.3,0,22,0,3.7,83
297914,Michelle Nelson,2,0,2018-11-16,0,6.3,2024-04-15,1,0,5,0,29,15,14,93,6,4,3,8.9,3,2,27,1,2.2,75
540744,Natasha Hayes,0,6,2013-01-20,0,12.1,2024-04-08,1,2,2,0,97,17,80,96.9,6,4,0,9.9,1.2,1,17,2,4.9,89
554939,Stacy Moore,4,7,2013-10-28,1,1.4,2024-02-22,3,1,3,1,41,36,5,51.1,24,18,17,8.3,3.8,0,15,0,4.1,18
414833,Sharon Friedman,0,4,2011-11-15,0,13.3,2024-03-24,3,0,1,0,84,14,70,54.1,15,3,14,4.6,1.7,2,24,2,1.2,19
662812,Chad Oconnor,2,4,2012-11-03,0,12.3,2024-03-05,3,2,5,1,27,4,23,62.4,38,19,28,5.7,3.7,2,22,0,2.8,33
779150,Robin Nguyen,5,3,2018-11-15,0,6.3,2024-10-25,4,0,0,1,11,7,4,86.5,22,8,16,2.9,4.5,1,11,2,4.9,69
668932,Alexander Hernandez,6,4,2020-03-25,0,4.9,2024-02-04,2,1,1,0,11,3,8,81.7,48,42,32,5.2,4.6,1,15,2,1.4,59
944165,Tiffany Miller,4,0,2020-07-01,0,4.6,2024-12-08,3,0,1,1,69,14,55,99.5,36,5,10,1,2.4,0,2,1,3.4,85
414477,Sherry Griffith,5,1,2022-06-18,0,2.7,2024-12-01,2,0,1,0,79,27,52,74.2,9,6,2,4.2,1.4,1,27,1,3.4,45
832809,Shawn Nelson,6,0,2021-08-10,0,3.5,2024-04-05,2,2,2,1,44,27,17,54.8,39,15,31,2.8,1.2,0,6,0,4.4,17
746061,Jennifer Welch,5,0,2013-01-12,0,12.1,2024-04-04,3,1,10,1,34,21,13,59.1,19,15,0,6.1,2.1,1,0,1,1.3,27
699109,Victoria Jackson,0,3,2013-12-12,0,11.2,2024-08-06,0,0,6,1,17,1,16,63,37,31,31,7.4,1.3,1,6,2,1.7,35
930617,Scott Thomas MD,2,3,2011-04-25,0,13.8,2024-07-07,3,0,1,1,31,22,9,63.7,15,11,2,6.7,3.8,1,13,2,4.8,43
562068,Keith Barnett,4,7,2011-06-06,0,13.7,2024-12-31,1,1,0,1,97,17,80,73.9,32,3,11,2.1,2.4,2,12,2,2.3,51
733535,Kristi Horton,6,1,2017-08-17,0,7.5,2024-11-10,1,1,5,1,70,67,3,53.3,41,27,41,2.6,3.1,2,24,1,3.9,14
763331,Catherine Barrera,5,6,2018-10-31,2,2.5,2024-02-20,4,1,9,0,53,16,37,94.9,29,8,13,8,2.7,0,14,1,1,76
330275,Brandon Johns,6,5,2014-10-24,0,10.3,2024-08-13,2,2,9,0,78,0,78,63.5,30,27,7,3.2,4.2,1,24,0,4.3,30
323525,Sierra Reyes,0,4,2012-06-11,0,12.7,2024-02-06,3,1,7,1,98,55,43,95.3,32,16,14,1.8,4.2,0,18,1,2.4,78
438939,Craig Rogers,2,5,2014-03-01,0,11,2024-08-05,4,1,1,1,59,39,20,66.4,23,11,22,5.3,2.3,1,3,1,1.3,42
559329,Gary Cruz,4,7,2019-08-21,0,5.5,2024-10-17,0,2,8,1,24,24,0,86.6,48,29,37,1.1,3.1,2,4,2,4.2,62
419503,Mary Yates,3,0,2020-11-13,0,4.3,2024-04-12,1,0,7,1,96,79,17,98.2,47,32,33,4.8,2.1,1,12,2,1.4,79
989727,David Elliott,0,0,2019-11-07,0,5.3,2024-03-12,1,0,7,0,93,27,66,52.6,33,18,13,3.2,2.3,2,25,0,4.4,13
992309,Terry Ellis,6,0,2022-02-11,0,3,2024-05-19,2,2,5,0,62,38,24,88.2,32,10,6,9.4,1.8,0,26,2,1.5,65
36562,Andrew Guzman,2,4,2019-02-21,0,6,2024-04-10,4,0,5,1,65,60,5,92.3,10,10,4,7.7,3.9,1,18,0,3.6,77
834015,Alexandra Delgado,0,7,2016-04-13,0,8.9,2024-06-05,0,2,9,0,42,24,18,50.6,20,15,6,9,3.5,1,13,1,2.1,16
821301,David Taylor,5,0,2012-12-07,0,12.2,2024-11-01,3,0,5,0,87,65,22,73,14,1,11,3.6,3.8,0,27,1,2.5,46
14304,Michael Chapman,2,7,2010-09-24,0,14.4,2024-11-12,4,1,4,1,76,26,50,86.4,44,32,22,6,2.5,0,23,2,1.3,70
842497,Alejandro Rodriguez,3,1,2015-03-10,2,3.3,2024-04-29,1,2,8,0,55,44,11,54.9,20,4,9,5.5,4.6,1,3,1,4.6,21
805292,Roy Saunders,5,2,2012-05-22,0,12.8,2024-12-08,0,2,3,1,98,94.0407446360696,0,67.2,5,1,2,4.2,3.4,2,3,1,4.3,45
253866,Maureen Bauer,3,2,2019-04-18,0,5.8,2024-11-23,0,0,7,0,58,45,13,75.9,38,1,15,4.8,4.1,2,14,2,4.9,49
399056,Mark Obrien Jr.,5,4,2022-01-16,1,0.2,2024-09-21,4,0,7,1,38,2,36,53.7,6,6,6,7.8,1.1,1,9,1,3,16
178506,Tammy Chavez,4,6,2011-10-13,2,12.3,2024-10-06,1,2,10,1,32,23,9,79.6,8,5,2,7.1,1.9,0,2,2,2.6,60
66842,Jason White,5,4,2022-10-16,0,2.3,2024-06-03,2,2,10,0,22,15,7,66.2,27,19,3,8.3,1,0,27,2,2.3,29
38795,Steven Becker,6,6,2013-01-29,0,12.1,2024-10-24,4,0,6,1,91,23,68,68.5,30,12,13,6.9,4.1,1,6,0,4.8,47
745892,Jenna Vincent,4,2,2021-07-20,0,3.6,2024-03-03,1,0,8,0,86,48,38,71.6,50,45,40,4,2.5,2,19,0,2.6,40
72844,Mark Dyer,5,3,2014-06-10,0,10.7,2024-05-30,2,2,10,1,29,27,2,58.7,46,24,28,6.4,4.1,2,11,1,4.9,29
527520,Carol Brown,2,2,2021-05-09,0,3.8,2024-05-08,2,2,10,0,37,31,6,84.1,8,4,3,9.4,1.6,1,30,2,1.9,57
873512,Jennifer Berry,6,4,2017-12-29,1,5.6,2024-04-12,3,1,1,0,85,48,37,93.1,40,37,8,9.6,4.2,1,29,1,3,79
772333,Donna Ortega,6,5,2016-03-28,0,8.9,2024-02-06,3,1,4,1,90,41,49,57.6,36,8,13,1.9,3,0,3,1,2.1,21
403942,Rebecca Fisher,6,3,2016-05-29,2,7.1,2024-08-13,4,2,7,0,81,30,51,62.1,13,12,6,6.5,1.7,2,29,2,3.3,26
840859,Veronica Buckley,4,1,2012-11-06,0,12.3,2024-10-20,4,1,7,1,64,18,46,74.9,21,11,4,4.9,4.6,2,30,2,1.8,47
341515,Katherine Santos,5,2,2018-08-05,2,1.2,2024-11-09,0,2,9,1,100,22,78,74.4,11,3,3,7.7,4.2,2,8,2,2.5,47
680666,Emily Carroll,5,2,2014-03-10,0,11,2024-12-05,4,1,0,1,22,1,21,90.2,48,6,3,5.9,4.2,1,18,2,3.3,79
249378,Timothy Cummings,0,3,2013-10-22,0,11.3,2024-07-06,1,1,4,1,28,0,28,71.7,24,12,19,3.4,1.9,2,18,0,3.2,45
777404,Mark Collins,6,1,2019-12-11,0,5.2,2024-11-07,2,2,0,1,97,80,17,79.2,41,24,8,3,2.6,1,17,1,1.6,53
165398,Curtis Gallagher,3,6,2013-02-10,0,12,2024-12-09,1,0,6,1,34,19,15,84,38,34,27,9.4,4.4,0,7,2,4.2,72
38370,Stephanie Spencer,2,6,2011-10-20,2,9.8,2024-03-25,3,1,6,1,66,7,59,81.8,11,11,10,5.2,2.4,1,11,0,3,62
213463,Joshua Todd,4,2,2022-05-24,0,2.7,2024-02-22,2,2,8,0,32,23,9,67.1,35,10,25,6,4.3,2,4,2,3.5,37
141819,Amy Pierce,1,2,2022-02-18,2,0,2024-09-25,2,1,3,0,64,64,0,96.2,39,37,9,6.5,4.7,1,10,1,3.8,81
376254,Edwin Washington DVM,0,2,2016-10-10,0,8.4,2024-10-01,0,2,8,1,97,54,43,82.6,28,6,14,8,4.7,2,17,2,1.9,61
603840,Heather Chan,5,3,2013-06-16,0,11.7,2024-04-16,2,2,10,1,97,77,20,57.2,20,7,8,1.7,4.3,1,14,2,2,20
241852,Megan Johnson,5,0,2017-09-22,0,7.4,2024-12-28,3,0,8,1,87,22,65,75.5,32,9,0,9.4,1.7,1,18,1,2.9,51
715323,Anthony Gaines,4,3,2017-09-25,1,3.2,2024-01-28,1,1,6,0,89,54,35,60.7,37,35,28,3.4,4,0,8,1,4.4,25
900605,Margaret Tran,4,3,2019-09-02,0,5.5,2024-03-20,1,0,2,1,59,24,35,74.3,33,9,14,7,4.6,2,10,1,2.5,51
142973,Mr. Zachary Reyes,0,0,2019-10-08,0,5.4,2024-05-16,4,2,7,1,14,13,1,53.5,24,14,16,6,3.3,0,3,0,3.2,18
110276,Keith Wilson,2,1,2014-01-02,0,11.1,2024-05-06,3,1,8,0,28,19,9,95.4,9,4,6,1.4,1.9,2,13,1,3.1,78
889316,Jennifer Shepard,0,1,2021-03-14,0,3.9,2024-11-03,2,2,6,0,56,6,50,71.5,48,25,43,7.4,3.5,2,4,0,2.9,47
343143,Arthur Young Jr.,3,1,2021-01-03,0,4.1,2024-09-04,2,2,7,0,21,10,11,80.1,32,25,31,4.5,1.8,0,17,2,2.1,52
482123,Laura Barrera,5,0,2010-02-21,0,15,2024-06-19,4,1,9,0,49,41,8,85.9,18,2,8,1.1,3.2,0,16,2,3.5,65
889522,Amanda Rodgers,4,1,2011-07-20,0,13.6,2024-10-19,4,1,7,1,79,54,25,57.4,7,7,4,5.1,2.2,2,2,0,2.1,27
852379,Frank Thornton,0,4,2016-11-01,0,8.3,2024-03-23,2,2,8,1,61,54,7,54,49,23,40,4.8,4.6,0,4,2,2.1,18
702500,Travis Patterson,5,1,2010-02-16,0,15,2024-03-16,3,0,8,1,96,12,84,88.1,50,43,32,7,1.9,1,24,2,2.4,72
299663,Debra Hoffman,0,6,2012-10-14,0,12.4,2024-07-05,0,1,4,0,75,9,66,85,43,40,12,3.9,3.5,1,18,1,4.9,69
811248,Allison Garza,6,7,2013-05-16,0,11.8,2024-10-10,4,0,10,1,37,17,20,58.9,9,9,7,8.2,2.8,0,19,0,4.4,28
395171,Jo Henderson,0,3,2011-05-25,0,13.7,2024-01-05,0,2,3,1,59,58,1,76.1,6,5,1,4.8,1.3,2,28,0,3.4,52
774887,Debra Russell,1,5,2010-05-14,1,13.1,2024-08-08,3,0,9,1,78,64,14,56.9,44,14,0,9.2,3.9,1,29,1,2.9,25
171230,Cassidy Hayes,2,5,2019-08-22,0,5.5,2024-08-25,2,1,7,1,90,2,88,70.4,31,18,3,4.7,4.7,2,19,1,2.2,40
895749,Victor Perez,0,6,2012-04-28,0,12.8,2024-05-27,0,2,9,1,43,30,13,77.8,20,20,18,7.1,2.6,1,24,0,4.5,56
234854,Lee Valencia,6,6,2013-05-08,0,11.8,2024-01-13,0,0,8,0,68,3,65,69.8,14,9,13,8.9,3.6,2,18,2,2.8,46
98973,Shannon Bowen,2,6,2022-04-23,0,2.8,2024-12-25,1,2,9,0,20,1,19,76.6,8,5,8,5.5,1.4,1,6,0,4.1,49
872842,Amy King,5,1,2011-04-16,0,13.9,2024-08-03,4,1,0,1,52,13,39,88,47,5,0,6.9,1.9,0,28,0,4.8,76
585092,Anne Mitchell,4,6,2013-03-11,0,11.9,2024-02-07,2,1,3,0,66,24,42,86.1,12,5,8,4.8,4.8,1,9,2,4.3,73
970409,Emily Hernandez,5,7,2013-06-05,0,11.7,2024-11-08,1,1,3,1,34,21,13,90.8,47,44,35,5.9,1.2,0,26,0,1.5,73
864046,Marcus Brown,6,0,2012-02-16,0,13,2024-04-13,4,2,3,1,96,31,65,89.2,39,3,36,8.2,4.2,2,16,1,1.7,78
970311,Jean Martin,4,1,2011-11-13,1,2.9,2024-02-13,1,2,5,0,99,4,93.3152412226909,63.5,35,18,4,6.6,4,0,3,1,2.2,36
566147,Tracy Smith,1,5,2016-08-16,0,8.5,2024-03-02,2,0,4,1,55,53,2,81.7,7,3,3,1.2,3.2,0,9,2,4.2,59
384638,Ian Frank,3,4,2012-06-22,1,6.3,2024-07-25,0,2,3,1,31,9,22,64.2,15,1,2,3.1,4.3,0,23,2,2.8,31
292146,Thomas Rios,1,4,2017-06-04,0,7.7,2024-09-08,2,0,1,0,15,6,9,76.2,24,6,12,1.6,4.5,1,21,1,2.9,49
601156,Eduardo West,4,1,2014-06-13,1,7.8,2024-07-05,0,0,10,1,38,21,17,90.7,38,30,1,3.5,3.5,1,29,2,3.9,67
167039,Andrew Rodriguez,4,5,2015-01-19,0,10.1,2024-02-04,3,2,9,0,88,1,87,83.3,7,6,0,7.2,1.6,0,3,0,4.9,68
197377,Michael Parks,0,7,2021-02-03,0,4,2024-09-04,1,2,7,1,34,3,31,63.8,43,19,26,3.3,2.4,2,10,1,2.7,27
323953,Audrey Walker,4,4,2012-03-12,1,10.2,2024-07-08,3,1,8,1,66,27,39,93.9,33,16,3,6.4,3.4,0,14,2,3.9,81
256563,Frank Johnson,3,0,2011-11-24,0,13.2,2024-06-17,3,0,6,0,35,1,34,97.1,48,15,2,4.8,2.6,1,25,2,2.7,82
86335,Michael Hays,0,1,2018-08-21,0,6.5,2024-01-01,3,1,3,1,97,27,70,99.5,15,13,13,8.5,1.6,2,8,0,2.3,87
734623,Charles Yates,0,7,2017-05-20,0,7.8,2024-09-24,3,0,6,0,60,48,12,76.6,8,4,1,8,3.5,1,15,0,2.6,53
621102,Kristen Shah,2,6,2021-11-03,0,3.3,2024-03-09,2,1,5,1,88,75,13,86,28,8,4,4.2,3.8,1,26,0,4.2,60
715519,Martin Payne,0,3,2015-08-03,0,9.6,2024-08-22,3,2,3,1,81,7,74,58.1,25,11,19,3.8,2.7,2,10,1,1.4,23
694767,Megan Mercado,6,1,2018-06-16,0,6.7,2024-11-09,3,2,9,1,29,26,3,88.6,16,16,4,2.4,4.1,2,0,2,4.5,69
282364,Laura Young,3,4,2020-07-04,0,4.6,2024-09-20,0,0,5,0,58,20,38,61.2,37,31,17,5.7,2,0,17,0,1.5,25
439057,Vicki Ibarra,5,1,2022-08-28,0,2.5,2024-09-01,3,2,4,1,55,10,45,95.6,8,1,3,2.7,1.5,0,0,1,3.5,79
986207,Nicole Costa,1,2,2019-02-06,0,6,2024-08-02,4,1,1,1,63,7,56,88.3,22,8,14,9.9,4.9,2,23,1,2.4,73
230565,Melissa Shaffer,4,6,2020-09-26,0,4.4,2024-10-02,3,1,3,1,31,27,4,66.1,38,5,5,6.5,4.6,0,2,1,1.7,38
131384,Taylor Wong,1,4,2010-05-03,0,14.8,2024-04-05,3,1,0,1,68,18,50,97,30,19,13,5.1,2.4,1,6,0,4,89
170304,Jordan Smith,1,7,2013-09-09,0,11.4,2024-01-03,2,2,5,0,53,11,42,96.1,50,37,47,5.4,4.5,0,8,1,3.3,85
824986,Randy Chen II,2,6,2018-05-09,0,6.8,2024-12-17,1,0,8,0,81,53,28,66,14,11,9,5.6,3.4,0,28,0,4.1,32
694385,Tina Stephens,1,3,2015-03-17,0,9.9,2024-06-12,2,1,0,1,38,21,17,73.1,50,22,6,3,2,2,9,1,4.6,50
88297,Dawn Martin,0,4,2011-10-02,0,13.4,2024-02-10,2,1,6,0,76,19,57,92.7,14,4,3,6.1,3.4,0,5,2,2.2,82
883819,Ryan Olson,5,3,2010-07-31,1,2.9,2024-07-19,2,0,10,1,43,41,2,64.1,18,4,12,9.2,4.7,0,19,0,2.6,35
604399,Danielle Stone,1,4,2010-01-03,0,15.1,2024-12-31,2,1,7,1,16,3,13,83.1,28,11,5,1.9,4.8,2,6,2,1.4,62
834792,Jonathan Long,1,6,2014-03-25,0,10.9,2024-04-28,0,1,10,0,25,13,12,84,37,28,22,6.6,2.7,2,26,1,1.1,59
515761,Jennifer Hernandez,5,5,2020-10-22,0,4.3,2024-01-05,2,2,7,0,63,30,33,91.7,14,7,10,3.5,2.6,2,14,1,1.4,68
425138,Crystal Ward,1,3,2022-11-29,0,2.2,2024-10-27,2,0,8,1,54,8,46,87.3,26,2,1,5.8,1,0,28,2,3,59
727786,Stephen Perez,2,6,2021-06-18,0,3.7,2024-03-09,0,1,10,1,73,69,4,67.4,16,11,8,3.6,2.8,1,10,1,4.9,34
862500,David Dennis,5,1,2012-07-17,0,12.6,2024-03-11,0,1,7,0,25,2,23,82,27,1,15,8.4,3.9,0,16,2,3.7,65
490610,Kathryn Saunders,4,3,2019-05-26,0,5.7,2024-09-16,1,2,3,1,13,1,12,78.7,16,15,4,3.4,1.9,0,27,2,2.7,51
980421,Erin Williams,0,0,2020-11-12,0,4.3,2024-02-17,1,2,9,0,28,25,3,99.3,6,3,1,9.2,1.5,2,22,0,4.3,83
837442,Matthew Porter DVM,0,3,2012-04-14,2,3.8,2024-09-29,2,2,6,1,29,28,1,71.3,22,10,18,1.8,4.3,1,8,0,4.6,44
403656,Anthony Solis,3,0,2019-05-30,0,5.7,2024-07-27,3,0,1,1,58,57,1,78.3,23,4,4,6.3,4.2,1,12,1,2.4,55
792859,Connie Davis,5,2,2016-12-25,1,2.8,2024-12-21,0,0,7,1,40,16,24,55.1,14,10,2,7.2,1.4,1,29,2,1.3,15
664563,William Leonard,5,0,2021-03-04,0,4,2024-03-12,2,0,3,1,25,17,8,59.2,17,9,3,3.5,3.7,0,8,1,3.5,22
694905,Daniel Figueroa,0,0,2012-03-28,0,12.9,2024-02-16,2,0,5,0,89,68,21,74.3,10,1,2,6.6,1.1,2,21,1,1.2,51
850750,Leslie Sharp,4,3,2015-06-03,2,1.2,2024-06-18,2,0,9,1,76,29,47,68.7,29,26,2,3.9,1.6,0,15,1,3.5,35
699144,Heather Berry,2,5,2014-10-13,0,10.4,2024-06-22,1,1,2,0,35,34,1,53.9,36,4,2,2.5,2,1,2,1,2.2,19
562342,Nicholas Ramos,6,1,2012-07-29,0,12.6,2024-03-24,2,0,4,0,74,17,57,62,10,10,1,2.2,1.3,2,19,1,2,28
